,centro,comunidad,especialidad,localidad,plazas
2345,C.H. ARQUITECTO MARCIDE-PROFESOR NOVOA SANTOS,GALICIA,RADIODIAGNÓSTICO,FERROL,1
2346,C.H. ARQUITECTO MARCIDE-PROFESOR NOVOA SANTOS,GALICIA,UROLOGÍA,FERROL,1
2347,C.H. DE OURENSE,GALICIA,ANESTESIOLOGÍA Y REANIMACIÓN,OURENSE,2
2348,C.H. DE OURENSE,GALICIA,APARATO DIGESTIVO,OURENSE,1
2349,C.H. DE OURENSE,GALICIA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,OURENSE,1
2350,C.H. DE OURENSE,GALICIA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,OURENSE,1
2351,C.H. DE OURENSE,GALICIA,HEMATOLOGÍA Y HEMOTERAPIA,OURENSE,1
2352,C.H. DE OURENSE,GALICIA,MEDICINA INTENSIVA,OURENSE,1
2353,C.H. DE OURENSE,GALICIA,MEDICINA INTERNA,OURENSE,2
2354,C.H. DE OURENSE,GALICIA,NEFROLOGÍA,OURENSE,1
2355,C.H. DE OURENSE,GALICIA,NEUMOLOGÍA,OURENSE,1
2356,C.H. DE OURENSE,GALICIA,OBSTETRICIA Y GINECOLOGÍA,OURENSE,1
2357,C.H. DE OURENSE,GALICIA,OFTALMOLOGÍA,OURENSE,1
2358,C.H. DE OURENSE,GALICIA,ONCOLOGÍA MÉDICA,OURENSE,1
2359,C.H. DE OURENSE,GALICIA,OTORRINOLARINGOLOGÍA,OURENSE,1
2360,C.H. DE OURENSE,GALICIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,OURENSE,2
2361,C.H. DE OURENSE,GALICIA,RADIODIAGNÓSTICO,OURENSE,1
2362,C.H. DE PONTEVEDRA,GALICIA,ANESTESIOLOGÍA Y REANIMACIÓN,PONTEVEDRA,1
2363,C.H. DE PONTEVEDRA,GALICIA,ANGIOLOGÍA Y CIRUGÍA VASCULAR,PONTEVEDRA,1
2364,C.H. DE PONTEVEDRA,GALICIA,APARATO DIGESTIVO,PONTEVEDRA,1
2365,C.H. DE PONTEVEDRA,GALICIA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,PONTEVEDRA,1
2366,C.H. DE PONTEVEDRA,GALICIA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,PONTEVEDRA,1
2367,C.H. DE PONTEVEDRA,GALICIA,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,PONTEVEDRA,1
2368,C.H. DE PONTEVEDRA,GALICIA,HEMATOLOGÍA Y HEMOTERAPIA,PONTEVEDRA,1
2369,C.H. DE PONTEVEDRA,GALICIA,MEDICINA FÍSICA Y REHABILITACIÓN,PONTEVEDRA,1
2370,C.H. DE PONTEVEDRA,GALICIA,MEDICINA INTERNA,PONTEVEDRA,1
2371,C.H. DE PONTEVEDRA,GALICIA,OBSTETRICIA Y GINECOLOGÍA,PONTEVEDRA,1
2372,C.H. DE PONTEVEDRA,GALICIA,OFTALMOLOGÍA,PONTEVEDRA,1
2373,C.H. DE PONTEVEDRA,GALICIA,OTORRINOLARINGOLOGÍA,PONTEVEDRA,1
2374,C.H. DE PONTEVEDRA,GALICIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,PONTEVEDRA,1
2375,C.H. DE PONTEVEDRA,GALICIA,PSIQUIATRÍA,PONTEVEDRA,1
2376,C.H. DE PONTEVEDRA,GALICIA,RADIODIAGNÓSTICO,PONTEVEDRA,1
2377,C.H. UNIVERSITARIO A CORUÑA,GALICIA,ALERGOLOGÍA,A CORUÑA,1
2378,C.H. UNIVERSITARIO A CORUÑA,GALICIA,ANÁLISIS CLÍNICOS,A CORUÑA,1
2379,C.H. UNIVERSITARIO A CORUÑA,GALICIA,ANATOMÍA PATOLÓGICA,A CORUÑA,2
2380,C.H. UNIVERSITARIO A CORUÑA,GALICIA,ANESTESIOLOGÍA Y REANIMACIÓN,A CORUÑA,4
2381,C.H. UNIVERSITARIO A CORUÑA,GALICIA,ANGIOLOGÍA Y CIRUGÍA VASCULAR,A CORUÑA,1
2382,C.H. UNIVERSITARIO A CORUÑA,GALICIA,APARATO DIGESTIVO,A CORUÑA,2
2383,C.H. UNIVERSITARIO A CORUÑA,GALICIA,CARDIOLOGÍA,A CORUÑA,3
2384,C.H. UNIVERSITARIO A CORUÑA,GALICIA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,A CORUÑA,3
2385,C.H. UNIVERSITARIO A CORUÑA,GALICIA,CIRUGÍA ORAL Y MAXILOFACIAL,A CORUÑA,1
2386,C.H. UNIVERSITARIO A CORUÑA,GALICIA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,A CORUÑA,2
2387,C.H. UNIVERSITARIO A CORUÑA,GALICIA,CIRUGÍA PEDIÁTRICA,A CORUÑA,1
2388,C.H. UNIVERSITARIO A CORUÑA,GALICIA,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,A CORUÑA,1
2389,C.H. UNIVERSITARIO A CORUÑA,GALICIA,CIRUGÍA TORÁCICA,A CORUÑA,1
2390,C.H. UNIVERSITARIO A CORUÑA,GALICIA,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,A CORUÑA,1
2391,C.H. UNIVERSITARIO A CORUÑA,GALICIA,ENDOCRINOLOGÍA Y NUTRICIÓN,A CORUÑA,1
2392,C.H. UNIVERSITARIO A CORUÑA,GALICIA,HEMATOLOGÍA Y HEMOTERAPIA,A CORUÑA,1
2393,C.H. UNIVERSITARIO A CORUÑA,GALICIA,MEDICINA FÍSICA Y REHABILITACIÓN,A CORUÑA,2
2394,C.H. UNIVERSITARIO A CORUÑA,GALICIA,MEDICINA INTENSIVA,A CORUÑA,2
2395,C.H. UNIVERSITARIO A CORUÑA,GALICIA,MEDICINA INTERNA,A CORUÑA,3
2396,C.H. UNIVERSITARIO A CORUÑA,GALICIA,NEFROLOGÍA,A CORUÑA,1
2397,C.H. UNIVERSITARIO A CORUÑA,GALICIA,NEUMOLOGÍA,A CORUÑA,1
2398,C.H. UNIVERSITARIO A CORUÑA,GALICIA,NEUROCIRUGÍA,A CORUÑA,1
2399,C.H. UNIVERSITARIO A CORUÑA,GALICIA,NEUROLOGÍA,A CORUÑA,1
2400,C.H. UNIVERSITARIO A CORUÑA,GALICIA,OBSTETRICIA Y GINECOLOGÍA,A CORUÑA,2
2401,C.H. UNIVERSITARIO A CORUÑA,GALICIA,OFTALMOLOGÍA,A CORUÑA,1
2402,C.H. UNIVERSITARIO A CORUÑA,GALICIA,ONCOLOGÍA MÉDICA,A CORUÑA,1
2403,C.H. UNIVERSITARIO A CORUÑA,GALICIA,OTORRINOLARINGOLOGÍA,A CORUÑA,1
2404,C.H. UNIVERSITARIO A CORUÑA,GALICIA,RADIODIAGNÓSTICO,A CORUÑA,2
2405,C.H. UNIVERSITARIO A CORUÑA,GALICIA,REUMATOLOGÍA,A CORUÑA,1
2406,C.H. UNIVERSITARIO A CORUÑA,GALICIA,UROLOGÍA,A CORUÑA,2
2407,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,ALERGOLOGÍA,SANTIAGO DE COMPOSTELA,1
2408,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,ANATOMÍA PATOLÓGICA,SANTIAGO DE COMPOSTELA,2
2409,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,ANESTESIOLOGÍA Y REANIMACIÓN,SANTIAGO DE COMPOSTELA,4
2410,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,ANGIOLOGÍA Y CIRUGÍA VASCULAR,SANTIAGO DE COMPOSTELA,1
2411,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,APARATO DIGESTIVO,SANTIAGO DE COMPOSTELA,2
2412,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,CARDIOLOGÍA,SANTIAGO DE COMPOSTELA,3
2413,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,CIRUGÍA CARDIOVASCULAR,SANTIAGO DE COMPOSTELA,1
2414,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,SANTIAGO DE COMPOSTELA,2
2415,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,SANTIAGO DE COMPOSTELA,2
2416,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,SANTIAGO DE COMPOSTELA,1
2417,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,SANTIAGO DE COMPOSTELA,1
2418,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,ENDOCRINOLOGÍA Y NUTRICIÓN,SANTIAGO DE COMPOSTELA,1
2419,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,HEMATOLOGÍA Y HEMOTERAPIA,SANTIAGO DE COMPOSTELA,1
2420,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,MEDICINA FÍSICA Y REHABILITACIÓN,SANTIAGO DE COMPOSTELA,1
2421,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,MEDICINA INTENSIVA,SANTIAGO DE COMPOSTELA,1
2422,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,MEDICINA INTERNA,SANTIAGO DE COMPOSTELA,2
2423,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,MEDICINA NUCLEAR,SANTIAGO DE COMPOSTELA,1
2424,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,NEFROLOGÍA,SANTIAGO DE COMPOSTELA,1
2425,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,NEUMOLOGÍA,SANTIAGO DE COMPOSTELA,1
2426,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,NEUROCIRUGÍA,SANTIAGO DE COMPOSTELA,1
2427,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,NEUROFISIOLOGÍA CLÍNICA,SANTIAGO DE COMPOSTELA,1
2428,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,NEUROLOGÍA,SANTIAGO DE COMPOSTELA,1
2429,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,OBSTETRICIA Y GINECOLOGÍA,SANTIAGO DE COMPOSTELA,2
2430,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,OFTALMOLOGÍA,SANTIAGO DE COMPOSTELA,1
2431,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,ONCOLOGÍA MÉDICA,SANTIAGO DE COMPOSTELA,1
2432,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,ONCOLOGÍA RADIOTERÁPICA,SANTIAGO DE COMPOSTELA,1
2433,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,OTORRINOLARINGOLOGÍA,SANTIAGO DE COMPOSTELA,1
2434,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,SANTIAGO DE COMPOSTELA,6
2435,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,PSIQUIATRÍA,SANTIAGO DE COMPOSTELA,2
2436,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,RADIODIAGNÓSTICO,SANTIAGO DE COMPOSTELA,2
2437,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,REUMATOLOGÍA,SANTIAGO DE COMPOSTELA,1
2438,C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA,GALICIA,UROLOGÍA,SANTIAGO DE COMPOSTELA,1
2439,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,ANATOMÍA PATOLÓGICA,VIGO,2
2440,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,ANESTESIOLOGÍA Y REANIMACIÓN,VIGO,4
2441,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,ANGIOLOGÍA Y CIRUGÍA VASCULAR,VIGO,1
2442,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,APARATO DIGESTIVO,VIGO,1
2443,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,CARDIOLOGÍA,VIGO,2
2444,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,CIRUGÍA CARDIOVASCULAR,VIGO,1
2445,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,VIGO,2
2446,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,VIGO,3
2447,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,ENDOCRINOLOGÍA Y NUTRICIÓN,VIGO,1
2448,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,GERIATRÍA,VIGO,1
2449,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,HEMATOLOGÍA Y HEMOTERAPIA,VIGO,1
2450,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,MEDICINA FÍSICA Y REHABILITACIÓN,VIGO,1
2451,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,MEDICINA INTENSIVA,VIGO,1
2452,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,MEDICINA INTERNA,VIGO,3
2453,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,MEDICINA NUCLEAR,VIGO,1
2454,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,NEFROLOGÍA,VIGO,1
2455,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,NEUMOLOGÍA,VIGO,1
2456,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,NEUROCIRUGÍA,VIGO,1
2457,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,NEUROFISIOLOGÍA CLÍNICA,VIGO,1
2458,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,NEUROLOGÍA,VIGO,1
2459,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,OBSTETRICIA Y GINECOLOGÍA,VIGO,3
2460,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,OFTALMOLOGÍA,VIGO,1
2461,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,ONCOLOGÍA MÉDICA,VIGO,1
2462,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,ONCOLOGÍA RADIOTERÁPICA,VIGO,1
2463,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,OTORRINOLARINGOLOGÍA,VIGO,1
2464,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,PSIQUIATRÍA,VIGO,2
2465,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,RADIODIAGNÓSTICO,VIGO,3
2466,C.H. UNIVERSITARIO DE VIGO - EOXI VIGO,GALICIA,UROLOGÍA,VIGO,1
2467,H. POLICLÍNICO DE VIGO S.A. (POVISA),GALICIA,ANESTESIOLOGÍA Y REANIMACIÓN,VIGO,1
2468,H. POLICLÍNICO DE VIGO S.A. (POVISA),GALICIA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,VIGO,1
2469,H. POLICLÍNICO DE VIGO S.A. (POVISA),GALICIA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,VIGO,2
2470,H. POLICLÍNICO DE VIGO S.A. (POVISA),GALICIA,MEDICINA INTERNA,VIGO,2
2471,H. POLICLÍNICO DE VIGO S.A. (POVISA),GALICIA,RADIODIAGNÓSTICO,VIGO,1
2472,UDM AFYC ÁREA SANITARIA FERROL,GALICIA,MEDICINA FAMILIAR Y COMUNITARIA,FERROL,6
2473,UDM AFYC DE OURENSE,GALICIA,MEDICINA FAMILIAR Y COMUNITARIA,OURENSE,12
2474,UDM AFYC DE PONTEVEDRA. C.H. DE PONTEVEDRA,GALICIA,MEDICINA FAMILIAR Y COMUNITARIA,PONTEVEDRA,10
2475,UDM AFYC DE PONTEVEDRA. H. DO SALNÉS,GALICIA,MEDICINA FAMILIAR Y COMUNITARIA,VILAGARCÍA DE AROUSA,4
2476,UDM AFYC DE VIGO. C.H.UNIVERSITARIO DE VIGO (EOXI VIGO),GALICIA,MEDICINA FAMILIAR Y COMUNITARIA,VIGO,17
2477,UDM AFYC DE VIGO. H. POVISA,GALICIA,MEDICINA FAMILIAR Y COMUNITARIA,VIGO,7
2478,UDM AFYC GERENCIA A.P. A CORUÑA,GALICIA,MEDICINA FAMILIAR Y COMUNITARIA,A CORUÑA,20
2479,UDM PEDIATRÍA C.H.UNIVERSITARIO DE VIGO. EOXI VIGO,GALICIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,VIGO,4
2480,UDM PEDIATRÍA DEL C.H.UNIVERSITARIO DE A CORUÑA,GALICIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,A CORUÑA,4
2481,UDM SALUD MENTAL C. H. DE OURENSE,GALICIA,PSIQUIATRÍA,OURENSE,2
2482,UDM SALUD MENTAL DEL C.H.UNIVERSITARIO A CORUÑA,GALICIA,PSIQUIATRÍA,A CORUÑA,2
2483,UDMFYC A CORUÑA. ZONA SANTIAGO DE COMPOSTELA,GALICIA,MEDICINA FAMILIAR Y COMUNITARIA,SANTIAGO DE COMPOSTELA,12
2484,UDMFYC DE LUGO,GALICIA,MEDICINA FAMILIAR Y COMUNITARIA,LUGO,17
2485,UDMPYSP DE GALICIA. ÁREA A CORUÑA,GALICIA,MEDICINA PREVENTIVA Y SALUD PÚBLICA,A CORUÑA,1
2486,UDMPYSP DE GALICIA. ÁREA OURENSE,GALICIA,MEDICINA PREVENTIVA Y SALUD PÚBLICA,A CORUÑA,1
2487,UDMPYSP DE GALICIA. ÁREA SANTIAGO DE COMPOSTELA,GALICIA,MEDICINA PREVENTIVA Y SALUD PÚBLICA,A CORUÑA,1
2488,UDMTRAB DE LA COMUNIDAD AUTÓNOMA DE GALICIA,GALICIA,MEDICINA DEL TRABAJO,VIGO,2
2489,H. SON LLÀTZER,BALEARES,ANESTESIOLOGÍA Y REANIMACIÓN,PALMA DE MALLORCA,2
2490,H. SON LLÀTZER,BALEARES,APARATO DIGESTIVO,PALMA DE MALLORCA,1
2491,H. SON LLÀTZER,BALEARES,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,PALMA DE MALLORCA,1
2492,H. SON LLÀTZER,BALEARES,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,PALMA DE MALLORCA,1
2493,H. SON LLÀTZER,BALEARES,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,PALMA DE MALLORCA,1
2494,H. SON LLÀTZER,BALEARES,ENDOCRINOLOGÍA Y NUTRICIÓN,PALMA DE MALLORCA,1
2495,H. SON LLÀTZER,BALEARES,HEMATOLOGÍA Y HEMOTERAPIA,PALMA DE MALLORCA,1
2496,H. SON LLÀTZER,BALEARES,MEDICINA INTENSIVA,PALMA DE MALLORCA,1
2497,H. SON LLÀTZER,BALEARES,MEDICINA INTERNA,PALMA DE MALLORCA,2
2498,H. SON LLÀTZER,BALEARES,NEUMOLOGÍA,PALMA DE MALLORCA,1
2499,H. SON LLÀTZER,BALEARES,NEUROLOGÍA,PALMA DE MALLORCA,1
2500,H. SON LLÀTZER,BALEARES,OBSTETRICIA Y GINECOLOGÍA,PALMA DE MALLORCA,2
2501,H. SON LLÀTZER,BALEARES,ONCOLOGÍA MÉDICA,PALMA DE MALLORCA,1
2502,H. SON LLÀTZER,BALEARES,RADIODIAGNÓSTICO,PALMA DE MALLORCA,1
2503,H. SON LLÀTZER,BALEARES,UROLOGÍA,PALMA DE MALLORCA,1
2504,H. CAN MISSES,BALEARES,MEDICINA INTERNA,EIVISSA,1
2505,H. DE MANACOR,BALEARES,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,MANACOR,1
2506,H. DE MANACOR,BALEARES,OBSTETRICIA Y GINECOLOGÍA,MANACOR,1
2507,H. UNIVERSITARIO SON ESPASES,BALEARES,ANÁLISIS CLÍNICOS,PALMA DE MALLORCA,1
2508,H. UNIVERSITARIO SON ESPASES,BALEARES,ANATOMÍA PATOLÓGICA,PALMA DE MALLORCA,1
2509,H. UNIVERSITARIO SON ESPASES,BALEARES,ANESTESIOLOGÍA Y REANIMACIÓN,PALMA DE MALLORCA,3
2510,H. UNIVERSITARIO SON ESPASES,BALEARES,ANGIOLOGÍA Y CIRUGÍA VASCULAR,PALMA DE MALLORCA,1
2511,H. UNIVERSITARIO SON ESPASES,BALEARES,APARATO DIGESTIVO,PALMA DE MALLORCA,1
2512,H. UNIVERSITARIO SON ESPASES,BALEARES,CARDIOLOGÍA,PALMA DE MALLORCA,2
2513,H. UNIVERSITARIO SON ESPASES,BALEARES,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,PALMA DE MALLORCA,2
2514,H. UNIVERSITARIO SON ESPASES,BALEARES,CIRUGÍA ORAL Y MAXILOFACIAL,PALMA DE MALLORCA,1
2515,H. UNIVERSITARIO SON ESPASES,BALEARES,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,PALMA DE MALLORCA,2
2516,H. UNIVERSITARIO SON ESPASES,BALEARES,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,PALMA DE MALLORCA,1
2517,H. UNIVERSITARIO SON ESPASES,BALEARES,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,PALMA DE MALLORCA,1
2518,H. UNIVERSITARIO SON ESPASES,BALEARES,ENDOCRINOLOGÍA Y NUTRICIÓN,PALMA DE MALLORCA,1
2519,H. UNIVERSITARIO SON ESPASES,BALEARES,HEMATOLOGÍA Y HEMOTERAPIA,PALMA DE MALLORCA,2
2520,H. UNIVERSITARIO SON ESPASES,BALEARES,MEDICINA INTENSIVA,PALMA DE MALLORCA,2
2521,H. UNIVERSITARIO SON ESPASES,BALEARES,MEDICINA INTERNA,PALMA DE MALLORCA,3
2522,H. UNIVERSITARIO SON ESPASES,BALEARES,MEDICINA NUCLEAR,PALMA DE MALLORCA,1
2523,H. UNIVERSITARIO SON ESPASES,BALEARES,MICROBIOLOGÍA Y PARASITOLOGÍA,PALMA DE MALLORCA,1
2524,H. UNIVERSITARIO SON ESPASES,BALEARES,NEFROLOGÍA,PALMA DE MALLORCA,2
2525,H. UNIVERSITARIO SON ESPASES,BALEARES,NEUMOLOGÍA,PALMA DE MALLORCA,1
2526,H. UNIVERSITARIO SON ESPASES,BALEARES,NEUROCIRUGÍA,PALMA DE MALLORCA,1
2527,H. UNIVERSITARIO SON ESPASES,BALEARES,NEUROLOGÍA,PALMA DE MALLORCA,2
2528,H. UNIVERSITARIO SON ESPASES,BALEARES,OBSTETRICIA Y GINECOLOGÍA,PALMA DE MALLORCA,2
2529,H. UNIVERSITARIO SON ESPASES,BALEARES,OFTALMOLOGÍA,PALMA DE MALLORCA,1
2530,H. UNIVERSITARIO SON ESPASES,BALEARES,ONCOLOGÍA MÉDICA,PALMA DE MALLORCA,2
2531,H. UNIVERSITARIO SON ESPASES,BALEARES,ONCOLOGÍA RADIOTERÁPICA,PALMA DE MALLORCA,1
2532,H. UNIVERSITARIO SON ESPASES,BALEARES,OTORRINOLARINGOLOGÍA,PALMA DE MALLORCA,1
2533,H. UNIVERSITARIO SON ESPASES,BALEARES,RADIODIAGNÓSTICO,PALMA DE MALLORCA,3
2534,H. UNIVERSITARIO SON ESPASES,BALEARES,UROLOGÍA,PALMA DE MALLORCA,2
2535,UDM AFYC DE MALLORCA.,BALEARES,MEDICINA FAMILIAR Y COMUNITARIA,PALMA DE MALLORCA,27
2536,UDM PEDIATRÍA ILLES BALEARS. H. UNIVERSITARIO SON LLÀTZER,BALEARES,PEDIATRÍA Y ÁREAS ESPECÍFICAS,PALMA DE MALLORCA,3
2537,UDM PEDIATRÍA ILLES BALEARS.H.UNIVERSITARIO SON ESPASES.,BALEARES,PEDIATRÍA Y ÁREAS ESPECÍFICAS,PALMA DE MALLORCA,7
2538,UDM SALUD MENTAL DE LES ILLES BALEARS (H. DE MANACOR),BALEARES,PSIQUIATRÍA,MANACOR,1
2539,UDM SALUD MENTAL DE LES ILLES BALEARS (H. UNIVERSITARIO SON LLÀTZER),BALEARES,PSIQUIATRÍA,PALMA DE MALLORCA,2
2540,UDM SALUD MENTAL DE LES ILLES BALEARS (H.UNIVERSITARIO SON ESPASES),BALEARES,PSIQUIATRÍA,PALMA DE MALLORCA,2
2541,UDMFYC BALEARES- AREA EIVISSA Y FORMENTERA,BALEARES,MEDICINA FAMILIAR Y COMUNITARIA,EIVISSA,8
2542,UDMFYC BALEARES- AREA MENORCA,BALEARES,MEDICINA FAMILIAR Y COMUNITARIA,MAÓ,6
2543,H. DE SAN PEDRO,LA RIOJA,ALERGOLOGÍA,LOGROÑO,1
2544,H. DE SAN PEDRO,LA RIOJA,ANESTESIOLOGÍA Y REANIMACIÓN,LOGROÑO,1
2545,H. DE SAN PEDRO,LA RIOJA,APARATO DIGESTIVO,LOGROÑO,1
2546,H. DE SAN PEDRO,LA RIOJA,CARDIOLOGÍA,LOGROÑO,1
2547,H. DE SAN PEDRO,LA RIOJA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,LOGROÑO,2
2548,H. DE SAN PEDRO,LA RIOJA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,LOGROÑO,1
2549,H. DE SAN PEDRO,LA RIOJA,HEMATOLOGÍA Y HEMOTERAPIA,LOGROÑO,1
2550,H. DE SAN PEDRO,LA RIOJA,MEDICINA INTENSIVA,LOGROÑO,1
2551,H. DE SAN PEDRO,LA RIOJA,MEDICINA INTERNA,LOGROÑO,2
2552,H. DE SAN PEDRO,LA RIOJA,MEDICINA NUCLEAR,LOGROÑO,1
2553,H. DE SAN PEDRO,LA RIOJA,NEFROLOGÍA,LOGROÑO,1
2554,H. DE SAN PEDRO,LA RIOJA,NEUMOLOGÍA,LOGROÑO,1
2555,H. DE SAN PEDRO,LA RIOJA,NEUROLOGÍA,LOGROÑO,1
2556,H. DE SAN PEDRO,LA RIOJA,OBSTETRICIA Y GINECOLOGÍA,LOGROÑO,2
2557,H. DE SAN PEDRO,LA RIOJA,OFTALMOLOGÍA,LOGROÑO,1
2558,H. DE SAN PEDRO,LA RIOJA,OTORRINOLARINGOLOGÍA,LOGROÑO,1
2559,H. DE SAN PEDRO,LA RIOJA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,LOGROÑO,2
2560,H. DE SAN PEDRO,LA RIOJA,PSIQUIATRÍA,LOGROÑO,1
2561,H. DE SAN PEDRO,LA RIOJA,RADIODIAGNÓSTICO,LOGROÑO,1
2562,H. DE SAN PEDRO,LA RIOJA,UROLOGÍA,LOGROÑO,1
2563,UDMFYC LA RIOJA,LA RIOJA,MEDICINA FAMILIAR Y COMUNITARIA,LOGROÑO,18
